Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Santa Luzia (BA);714;704;738
Santa Maria da Vitória (BA);4988;5240;4406
Santana (BA);13810;7790;4069
Santanópolis (BA);1351;1547;606
Santa Rita de Cássia (BA);2025;7092;5533
Santa Terezinha (BA);418;439;327
Santo Amaro (BA);351;1672;1111
Santo Antônio de Jesus (BA);942;1216;862
Santo Estêvão (BA);4407;5073;762
São Desidério (BA);2139;3419;3719
São Domingos (BA);2610;9331;1513
São Félix (BA);624;668;422
São Félix do Coribe (BA);1987;2127;3797
São Felipe (BA);492;676;560
São Francisco do Conde (BA);744;411;454
São Gabriel (BA);965;1009;828
São Gonçalo dos Campos (BA);3934;5014;2486
São José da Vitória (BA);248;213;267
São José do Jacuípe (BA);687;2377;3326
São Miguel das Matas (BA);697;800;439
São Sebastião do Passé (BA);430;2728;2396
Sapeaçu (BA);223;329;1008
Sátiro Dias (BA);2850;3454;548
Saubara (BA);65;67;53
Saúde (BA);488;1069;1623
Seabra (BA);877;1021;1511
Sebastião Laranjeiras (BA);1960;2192;2195
Senhor do Bonfim (BA);2603;4281;5736
Serra do Ramalho (BA);5669;5264;6476
Sento Sé (BA);3817;5077;1174
Serra Dourada (BA);9624;24505;12011
Serra Preta (BA);2748;2740;2703
Serrinha (BA);2587;2516;1680
Serrolândia (BA);1216;2647;3588
Simões Filho (BA);526;155;163
Sítio do Mato (BA);6072;1644;1679
Sítio do Quinto (BA);4833;4125;3578
Sobradinho (BA);414;528;705
Souto Soares (BA);828;486;740
Tabocas do Brejo Velho (BA);1345;3257;1743
Tanhaçu (BA);3499;4327;2216
Tanque Novo (BA);820;901;1688
Tanquinho (BA);1882;2465;1662
Taperoá (BA);564;32;69
Tapiramutá (BA);7988;9650;2647
Teixeira de Freitas (BA);8138;11012;14518
Teodoro Sampaio (BA);1060;2218;1547
Teofilândia (BA);2596;3143;2187
Teolândia (BA);793;841;282
Terra Nova (BA);280;626;594
Tremedal (BA);7062;2505;2510
Tucano (BA);1531;1996;5872
Uauá (BA);673;632;825
Ubaíra (BA);2667;3147;1255
Ubaitaba (BA);174;259;301
Ubatã (BA);1233;514;559
Uibaí (BA);759;1934;1781
Umburanas (BA);551;744;988
Una (BA);1060;683;248
Urandi (BA);3094;3594;5427
Uruçuca (BA);301;961;533
Utinga (BA);1427;1800;1040
Valença (BA);3125;830;1119
Valente (BA);785;741;1717
Várzea da Roça (BA);1322;1103;2579
Várzea do Poço (BA);707;2378;3439
Várzea Nova (BA);1103;1387;972
Varzedo (BA);626;720;448
Vera Cruz (BA);55;94;108
Vereda (BA);11061;5875;6958
Vitória da Conquista (BA);26336;19159;18569
Wagner (BA);789;382;433
Wanderley (BA);1540;5240;4799
Wenceslau Guimarães (BA);2449;2566;732
Xique-Xique (BA);4391;1522;1196
Abadia dos Dourados (MG);55767;63414;89880
Abaeté (MG);53101;49654;58191
Abre Campo (MG);5808;5760;7148
Acaiaca (MG);3661;1940;1976
Açucena (MG);10612;10303;15471
Água Boa (MG);18898;19410;21262
Água Comprida (MG);5380;3273;3989
Aguanil (MG);5558;5276;5927
Águas Formosas (MG);7591;7207;10275
Águas Vermelhas (MG);1641;1603;1856
Aimorés (MG);24875;20469;20093
Aiuruoca (MG);17308;15387;18931
Alagoa (MG);7940;4663;5463
Albertina (MG);294;561;862
Além Paraíba (MG);5619;5682;9855
Alfenas (MG);17208;15134;18184
Alfredo Vasconcelos (MG);3417;3578;3168
Almenara (MG);6622;5379;5601
Alpercata (MG);7610;6759;5695
Alpinópolis (MG);29648;31685;45894
Alterosa (MG);9990;8982;10922
Alto Caparaó (MG);885;840;575
Alto Rio Doce (MG);8734;10028;11674
Alvarenga (MG);3132;3030;6007
Alvinópolis (MG);5227;5791;8454
Alvorada de Minas (MG);8442;7626;7616
Amparo do Serra (MG);4882;4088;4046
Andradas (MG);12232;14286;17588
Cachoeira de Pajeú (MG);3481;3667;3547
Andrelândia (MG);17666;18364;26208
Angelândia (MG);999;963;1049
Antônio Carlos (MG);13005;14744;16262
Antônio Dias (MG);6212;6205;8686
Antônio Prado de Minas (MG);2415;2600;3617
Araçaí (MG);3596;2120;2360
Aracitaba (MG);3363;2759;2810
Araçuaí (MG);3024;3443;3841
Araguari (MG);22914;31351;40660
Arantina (MG);1835;1850;2246
Araponga (MG);1735;1794;1746
Araporã (MG);2193;2300;2102
Arapuá (MG);17489;23523;23221
Araújos (MG);16729;18418;23485
Araxá (MG);46843;53503;51530
Arceburgo (MG);9376;11879;12522
Arcos (MG);19599;18577;42178
Areado (MG);7586;6567;8285
Argirita (MG);6224;4863;5441
Aricanduva (MG);2727;2506;2742
Arinos (MG);11764;9186;11658
Astolfo Dutra (MG);1883;2324;2329
Ataléia (MG);30290;31013;31488
Augusto de Lima (MG);24510;24398;6470
Baependi (MG);20917;15635;22099
Baldim (MG);10141;6887;4699
Bambuí (MG);39698;41337;53370
Bandeira (MG);1674;2071;2235
Bandeira do Sul (MG);707;819;1168
Barão de Cocais (MG);1178;1478;1810
Barão de Monte Alto (MG);7453;7620;9529
Barbacena (MG);27027;27052;28377
Barra Longa (MG);8821;8286;9330
Barroso (MG);2810;2727;3066
Bela Vista de Minas (MG);662;689;1090
Belmiro Braga (MG);10198;8429;5394
Belo Horizonte (MG);567;650;812
Belo Oriente (MG);3481;3575;4573
Belo Vale (MG);6438;6326;10216
Berilo (MG);3409;3786;3570
Bertópolis (MG);3759;4626;6104
Berizal (MG);761;589;699
Betim (MG);8450;7329;9247
Bias Fortes (MG);5471;5444;9431
Bicas (MG);3730;3215;3553
Biquinhas (MG);12260;13178;11380
Boa Esperança (MG);22490;18609;29119
Bocaina de Minas (MG);6971;5271;8897
Bocaiúva (MG);13978;15462;14530
Bom Despacho (MG);81818;84667;110395
Bom Jardim de Minas (MG);3507;2983;4118
Bom Jesus da Penha (MG);6971;6895;8155
Bom Jesus do Amparo (MG);3393;4241;3843
Bom Jesus do Galho (MG);13661;11939;16333
Bom Repouso (MG);5093;5419;5408
Bom Sucesso (MG);36746;40815;54222
Bonfim (MG);8018;8317;6670
Bonfinópolis de Minas (MG);4445;4521;6268
Bonito de Minas (MG);3184;2836;2915
Borda da Mata (MG);3756;6468;9745
Botelhos (MG);8115;9187;10228
Botumirim (MG);1898;1710;1673
Brasilândia de Minas (MG);6638;5818;7333
Brasília de Minas (MG);4233;5605;4176
Brás Pires (MG);1610;1774;1938
Braúnas (MG);6510;8031;14352
Brazópolis (MG);18201;18120;15281
Brumadinho (MG);11745;11735;12599
Bueno Brandão (MG);6779;9470;15746
Buenópolis (MG);22827;23369;22493
Bugre (MG);3738;3913;5166
Buritis (MG);20688;16476;22251
Buritizeiro (MG);12577;13173;14318
Cabeceira Grande (MG);15151;12824;17607
Cabo Verde (MG);12425;15218;13428
Cachoeira da Prata (MG);2893;2474;3139
Cachoeira de Minas (MG);14258;13613;18582
Cachoeira Dourada (MG);1201;1175;2139
Caetanópolis (MG);2380;2213;3414
Caeté (MG);2518;2500;2337
Caiana (MG);2725;2766;1860
Cajuri (MG);1207;1291;1476
Caldas (MG);27208;29454;35976
Camacho (MG);3730;4012;5938
Camanducaia (MG);7810;5509;7618
Cambuí (MG);5245;6353;7748
Cambuquira (MG);6747;6370;6650
Campanário (MG);4197;4022;3775
Campanha (MG);4430;4547;6124
Campestre (MG);13490;13944;17328
Campina Verde (MG);75282;53296;68642
Campo Azul (MG);1365;1847;1404
Campo Belo (MG);15245;21119;28621
Campo do Meio (MG);2277;2382;2814
Campo Florido (MG);14272;10342;17494
Campos Altos (MG);8731;9864;13745
Campos Gerais (MG);15908;14219;13985
Canaã (MG);1787;1922;2158
Canápolis (MG);24166;18021;14812
Cana Verde (MG);4029;4042;4063
Candeias (MG);11525;13603;17537
Cantagalo (MG);5134;4557;4674
Caparaó (MG);1380;1106;1196
Capela Nova (MG);1858;2076;3034
Capelinha (MG);8559;6954;7815
Capetinga (MG);8044;8379;9814
Capim Branco (MG);3395;2456;2765
Capinópolis (MG);7606;8044;10284
Capitão Andrade (MG);11634;9807;8417
Capitão Enéas (MG);5734;5678;7051
Capitólio (MG);11311;11464;13447
Caputira (MG);1815;1326;1687
Caraí (MG);4392;4842;5356
Caranaíba (MG);2892;3118;4823
Carandaí (MG);13910;14036;16507
Carangola (MG);9367;10818;9949
Caratinga (MG);17940;14165;20583
Carbonita (MG);2172;1964;2051
Careaçu (MG);3161;4216;7837
Carlos Chagas (MG);25415;32333;40998
Carmésia (MG);1693;1968;2169
Carmo da Cachoeira (MG);7563;6776;6150
Carmo da Mata (MG);17240;17246;18230
Carmo de Minas (MG);28293;16698;22851
Carmo do Cajuru (MG);32184;35154;79007
Carmo do Paranaíba (MG);61406;71989;82234
Carmo do Rio Claro (MG);19376;17823;29635
Carmópolis de Minas (MG);20848;20696;18336
Carneirinho (MG);42200;30460;37032
Carrancas (MG);12952;14266;17040
Carvalhópolis (MG);2779;2337;2732
Carvalhos (MG);8562;7543;9352
Casa Grande (MG);7369;6862;11669
Cascalho Rico (MG);4367;5769;7893
Cássia (MG);37164;36357;36414
Conceição da Barra de Minas (MG);17176;18548;23308
Cataguases (MG);9729;9468;8308
Catas Altas (MG);613;613;667
Catas Altas da Noruega (MG);640;923;1282
Catuji (MG);2133;2385;3237
Catuti (MG);2016;1829;2851
Caxambu (MG);2985;3119;4361
Cedro do Abaeté (MG);2087;2670;2935
Central de Minas (MG);9583;9818;9703
Centralina (MG);8312;12384;10768
Chácara (MG);4156;3471;2963
Chalé (MG);4026;3393;5352
Chapada do Norte (MG);1659;1727;1432
Chapada Gaúcha (MG);2067;2836;2198
Chiador (MG);4350;3459;2837
Cipotânea (MG);2330;2346;2905
Claraval (MG);4398;4579;5400
Claro dos Poções (MG);4838;4263;3818
Cláudio (MG);19265;21693;37680
Coimbra (MG);2443;2654;2717
Coluna (MG);7102;7506;8787
Comendador Gomes (MG);34229;26101;28044
Comercinho (MG);6038;4857;5625
Conceição da Aparecida (MG);6906;6319;7235
Conceição das Pedras (MG);4223;4128;3790
Conceição das Alagoas (MG);20613;15645;13226
Conceição de Ipanema (MG);7816;5955;6116
Conceição do Mato Dentro (MG);12730;11996;11925
Conceição do Pará (MG);9454;6314;7706
Conceição do Rio Verde (MG);19517;12616;14094
Conceição dos Ouros (MG);7721;7332;5837
Cônego Marinho (MG);1442;1403;1534
Confins (MG);504;525;686
Congonhal (MG);2865;4391;8225
Congonhas (MG);2007;2155;1664
Congonhas do Norte (MG);2706;2338;2530
Conquista (MG);11442;7896;10698
Conselheiro Lafaiete (MG);7117;7406;14003
Conselheiro Pena (MG);22966;18254;21166
Consolação (MG);1797;1728;1757
Contagem (MG);650;710;785
Coqueiral (MG);7809;7589;9402
Coração de Jesus (MG);13068;13272;12861
Cordisburgo (MG);14867;15769;18439
Cordislândia (MG);5700;5709;6225
Corinto (MG);50740;49601;23161
Coroaci (MG);10755;10231;11615
Coromandel (MG);128945;143656;164543
Coronel Fabriciano (MG);712;1420;1028
Coronel Murta (MG);1113;1655;1867
Coronel Pacheco (MG);5736;5715;6062
Coronel Xavier Chaves (MG);5576;5910;7324
Córrego Danta (MG);10924;10189;10494
Córrego do Bom Jesus (MG);2104;1587;1856
Córrego Fundo (MG);2228;2421;3862
Córrego Novo (MG);5946;4019;5186
Couto de Magalhães de Minas (MG);957;1074;1348
Crisólita (MG);8082;8541;12833
Cristais (MG);14615;18549;21965
Cristália (MG);786;801;796
Cristiano Otoni (MG);12391;10299;18623
Cristina (MG);12985;9330;11858
Crucilândia (MG);6748;7223;6582
Cruzeiro da Fortaleza (MG);19073;20585;33512
Cruzília (MG);16574;13869;17529
Cuparaque (MG);7199;8753;10556
Curral de Dentro (MG);1524;1537;1469
Curvelo (MG);78537;79688;75388
Datas (MG);772;946;1170
Delfim Moreira (MG);12287;11730;14555
Delfinópolis (MG);18329;19212;22855
Delta (MG);4487;3707;4792
Descoberto (MG);5406;4213;4930
Desterro de Entre Rios (MG);11412;10562;15759
Desterro do Melo (MG);4332;4917;5091
Diamantina (MG);6571;6386;6381
Diogo de Vasconcelos (MG);2535;2446;2822
Dionísio (MG);3085;3664;3728
Divinésia (MG);1353;1482;2334
Divino (MG);8939;8316;7975
Divino das Laranjeiras (MG);7914;9491;9719
Divinolândia de Minas (MG);2029;2472;4352
Divinópolis (MG);56757;59574;76247
Divisa Alegre (MG);235;245;253
Divisa Nova (MG);5637;5124;7039
Divisópolis (MG);1486;1223;1296
Dom Bosco (MG);8031;6477;8576
Dom Cavati (MG);2087;1491;1857
Dom Joaquim (MG);4320;3616;4488
Dom Silvério (MG);3804;4032;7169
Dom Viçoso (MG);3481;1985;2888
Dona Eusébia (MG);949;1212;1195
Dores de Campos (MG);1959;1938;1756
Dores de Guanhães (MG);4765;5021;8133
Dores do Indaiá (MG);19809;18301;19932
Dores do Turvo (MG);8405;9840;11627
Doresópolis (MG);5477;5850;7784
Douradoquara (MG);17953;16726;19271
Durandé (MG);1948;1665;2790
Elói Mendes (MG);24840;23010;31499
Engenheiro Caldas (MG);8669;7956;12960
Engenheiro Navarro (MG);2816;2460;2770
Entre Folhas (MG);2220;1506;2676
Entre Rios de Minas (MG);12803;14212;23063
Ervália (MG);3159;2722;2800
Esmeraldas (MG);33066;40093;41652
Espera Feliz (MG);4403;3963;8977
Espinosa (MG);8507;10620;12780
Espírito Santo do Dourado (MG);5941;7560;11392
Estiva (MG);7578;6821;8550
Estrela Dalva (MG);2462;2536;5485
Estrela do Indaiá (MG);12993;12122;17073
Estrela do Sul (MG);13576;10186;13091
Eugenópolis (MG);8334;9005;10108
Ewbank da Câmara (MG);3188;3365;1526
Extrema (MG);5208;4806;4805
Fama (MG);1769;1647;1695
Faria Lemos (MG);8622;4934;5243
Felício dos Santos (MG);1402;1622;2570
São Gonçalo do Rio Preto (MG);1261;1310;1197
Felisburgo (MG);1782;1672;1747
Felixlândia (MG);38030;38161;31197
Fernandes Tourinho (MG);6788;5303;5098
Ferros (MG);7785;10100;9835
Fervedouro (MG);6766;6756;5397
Florestal (MG);4052;4599;4956
Formiga (MG);36313;37375;59285
Formoso (MG);1883;1621;3423
Fortaleza de Minas (MG);5468;5658;5354
Fortuna de Minas (MG);5617;3768;4469
Francisco Badaró (MG);801;1165;1220
Francisco Dumont (MG);2911;2478;2578
Francisco Sá (MG);25975;17182;14085
Franciscópolis (MG);6917;7177;8318
Frei Gaspar (MG);7619;7884;9561
Frei Inocêncio (MG);14701;12521;14229
Frei Lagonegro (MG);3882;3832;4263
Fronteira (MG);2243;2809;2829
Fronteira dos Vales (MG);1833;2399;3360
Fruta de Leite (MG);1368;1064;982
Frutal (MG);39574;52808;56195
Funilândia (MG);7031;5264;5804
Galiléia (MG);19578;17119;19443
Gameleiras (MG);4074;3720;3095
Glaucilândia (MG);1167;1112;1084
Goiabeira (MG);4262;4382;4431
Goianá (MG);7294;6434;7161
Gonçalves (MG);3145;2789;3335
Gonzaga (MG);3280;2778;4022
Gouveia (MG);6427;6517;6934
Governador Valadares (MG);62048;52370;62879
Grão Mogol (MG);3610;2908;3711
Grupiara (MG);3999;4301;4421
Guanhães (MG);15642;16359;24899
Guapé (MG);17237;18588;25669
Guaraciaba (MG);8227;7797;7799
Guaraciama (MG);2012;2281;2146
Guaranésia (MG);7927;9757;7220
Guarani (MG);15368;15053;17464
Guarará (MG);2581;2038;3014
Guarda-Mor (MG);36333;37626;43173
Guaxupé (MG);6133;7256;6262
Guidoval (MG);1890;2191;2495
Guimarânia (MG);20650;22581;38263
Guiricema (MG);4976;6031;6969
Gurinhatã (MG);40654;42794;44435
Heliodora (MG);3916;4525;5008
Iapu (MG);7278;7138;9416
Ibertioga (MG);12076;14005;16753
Ibiá (MG);110526;151348;130855
Ibiaí (MG);6029;2682;2670
Ibiracatu (MG);762;706;683
Ibiraci (MG);10421;10712;12483
Ibirité (MG);315;325;354
Ibitiúra de Minas (MG);1434;1442;1771
Ibituruna (MG);11098;10278;11210
Icaraí de Minas (MG);8645;10420;7500
Igarapé (MG);4803;4088;4253
Igaratinga (MG);9984;9975;14101
Iguatama (MG);11723;12050;19062
Ijaci (MG);4046;4593;6755
Ilicínea (MG);14530;12742;22279
Imbé de Minas (MG);2707;2401;2880
Inconfidentes (MG);2520;2425;5468
Indaiabira (MG);1029;897;1013
Indianópolis (MG);10671;5656;5889
Ingaí (MG);11786;13585;17530
Inhapim (MG);22560;18213;26339
Inhaúma (MG);32651;27505;38136
Inimutaba (MG);13450;13181;8178
Ipaba (MG);838;1104;966
Ipanema (MG);14012;13489;13570
Ipatinga (MG);1073;1163;1321
Ipiaçu (MG);3739;3845;3628
Ipuiúna (MG);8763;9895;13685
Iraí de Minas (MG);19950;20074;38168
Itabira (MG);10417;13109;11660
Itabirinha (MG);5427;5920;5614
Itabirito (MG);2372;2968;3139
Itacambira (MG);2570;2705;2554
Itacarambi (MG);2347;2134;2118
Itaguara (MG);18647;16244;21548
Itaipé (MG);2477;3000;3415
Itajubá (MG);16093;15362;15432
Itamarandiba (MG);14655;13988;15403
Itamarati de Minas (MG);1572;1715;1708
Itambacuri (MG);16815;17858;21717
Itambé do Mato Dentro (MG);1943;2456;2342
Itamogi (MG);5849;6154;5374
Itamonte (MG);12540;7564;13225
Itanhandu (MG);245912;174075;214342
Itanhomi (MG);18876;14833;13479
Itaobim (MG);1829;1747;1708
Itapagipe (MG);43663;68543;67135
Itapecerica (MG);19983;21148;50751
Itapeva (MG);3405;2848;3373
Itatiaiuçu (MG);5258;4301;3884
Itaú de Minas (MG);5574;5471;5166
Itaúna (MG);36691;35766;32421
Itaverava (MG);3821;3723;4950
Itinga (MG);2861;3775;3779
Itueta (MG);7720;6593;6533
Ituiutaba (MG);52590;52644;57286
Itumirim (MG);10620;13901;18522
Iturama (MG);29213;25938;26419
Itutinga (MG);14487;17649;22160
Jaboticatubas (MG);10721;8854;13569
Jacinto (MG);5552;5277;4830
Jacuí (MG);13562;16718;16027
Jacutinga (MG);3944;4443;6042
Jaguaraçu (MG);2261;2079;3182
Jaíba (MG);14070;12840;12564
Jampruca (MG);12851;7641;8155
Janaúba (MG);19697;17111;16242
Januária (MG);15870;15075;14848
Japaraíba (MG);6961;6528;11272
Japonvar (MG);1192;1615;1283
Jeceaba (MG);4630;4263;5094
Jenipapo de Minas (MG);562;775;743
Jequeri (MG);14221;14113;14329
Jequitaí (MG);5436;5069;3826
Jequitibá (MG);12018;4991;5636
Jequitinhonha (MG);2970;2535;3037
Jesuânia (MG);12556;8598;12654
Joaíma (MG);5361;3653;4464
Joanésia (MG);3209;2662;4791
João Monlevade (MG);666;987;1267
João Pinheiro (MG);37409;42232;56317
Joaquim Felício (MG);14526;14471;10912
Jordânia (MG);5368;4628;4128
José Gonçalves de Minas (MG);630;614;544
José Raydan (MG);5827;5826;6612
Josenópolis (MG);480;672;411
Nova União (MG);1391;1699;1569
Juatuba (MG);2295;2322;3495
Juiz de Fora (MG);20654;21516;23333
Juramento (MG);3316;3121;2809
Juruaia (MG);5421;5894;5277
Juvenília (MG);2136;2074;1783
Ladainha (MG);4463;4585;5178
Lagamar (MG);27856;31976;35737
Lagoa da Prata (MG);32111;34819;44512
Lagoa dos Patos (MG);4086;4439;5973
Lagoa Dourada (MG);13556;13743;20090
Lagoa Formosa (MG);69536;83124;96446
Lagoa Grande (MG);53429;58679;72914
Lagoa Santa (MG);2091;1370;1772
Lajinha (MG);3628;3501;4395
Lambari (MG);6744;3364;3404
Lamim (MG);2360;1882;3148
Laranjal (MG);10870;6272;7335
Lassance (MG);27334;25337;17558
Lavras (MG);52193;53941;55849
Leandro Ferreira (MG);10493;9692;10132
Leme do Prado (MG);854;1063;735
Leopoldina (MG);53902;38044;43386
Liberdade (MG);11382;10728;14508
Lima Duarte (MG);23343;22699;28355
Limeira do Oeste (MG);23375;19513;20755
Lontra (MG);798;737;710
Luisburgo (MG);599;442;656
Luislândia (MG);1992;2036;1463
Luminárias (MG);8856;10148;14314
Luz (MG);45017;45504;62019
Machacalis (MG);5069;5635;7259
Machado (MG);24054;24250;26804
Madre de Deus de Minas (MG);12968;12570;17438
Malacacheta (MG);8489;8793;11564
Mamonas (MG);1897;2102;2416
Manga (MG);3241;2496;2383
Manhuaçu (MG);4574;4336;5377
Manhumirim (MG);1144;907;1024
Mantena (MG);13748;14258;12310
Maravilhas (MG);15182;11980;14506
Mar de Espanha (MG);6670;6619;8640
Maria da Fé (MG);8166;7880;12932
Mariana (MG);5429;5791;5559
Marilac (MG);7187;5359;4947
Mário Campos (MG);1340;1383;2038
Maripá de Minas (MG);2261;2443;3098
Marliéria (MG);4362;4441;6164
Marmelópolis (MG);4409;3969;2525
Martinho Campos (MG);52858;53357;73291
Martins Soares (MG);539;411;1072
Mata Verde (MG);808;913;1006
Materlândia (MG);7550;8124;18235
Mateus Leme (MG);9357;5814;9893
Matias Barbosa (MG);5427;5858;4952
Matias Cardoso (MG);14921;15428;12551
Matipó (MG);5022;5129;5712
Mato Verde (MG);3447;4027;4650
Matozinhos (MG);12725;10896;16524
Matutina (MG);21596;23686;18714
Medeiros (MG);28929;29442;39632
Medina (MG);5052;3980;3933
Mendes Pimentel (MG);8906;7611;7926
Mercês (MG);12950;10965;11739
Mesquita (MG);3654;4130;5572
Minas Novas (MG);2220;2217;2332
Minduri (MG);4754;4190;5165
Mirabela (MG);2079;2328;1699
Miradouro (MG);10335;12788;13895
Miraí (MG);5593;5970;6464
Miravânia (MG);553;596;495
Moeda (MG);3473;3296;4045
Moema (MG);15264;14720;20220
Monjolos (MG);12937;13404;12543
Monsenhor Paulo (MG);5404;4298;6139
Montalvânia (MG);2930;2886;3090
Monte Alegre de Minas (MG);102451;119468;117204
Monte Azul (MG);5726;7028;7724
Monte Belo (MG);8051;9876;9782
Monte Carmelo (MG);35601;26513;33773
Monte Formoso (MG);1082;1045;1154
Monte Santo de Minas (MG);18940;23556;15942
Montes Claros (MG);84531;105495;144649
Monte Sião (MG);4596;6276;10768
Montezuma (MG);1079;1117;1390
Morada Nova de Minas (MG);14308;15348;16852
Morro da Garça (MG);22742;19159;11915
Morro do Pilar (MG);3099;2623;2499
Munhoz (MG);2591;2600;3156
Muriaé (MG);22166;26836;32010
Mutum (MG);23563;27045;26678
Muzambinho (MG);14783;18362;15548
Nacip Raydan (MG);4696;4632;5258
Nanuque (MG);12888;10816;11768
Naque (MG);3238;3211;3335
Natalândia (MG);4553;3546;4731
Natércia (MG);5983;6273;7332
Nazareno (MG);21904;28974;31359
Nepomuceno (MG);62657;87122;87291
Ninheira (MG);1339;1382;935
Nova Belém (MG);1802;1762;2090
Nova Era (MG);2172;2653;2069
Nova Lima (MG);242;242;299
Nova Módica (MG);10048;8273;9465
Nova Ponte (MG);14976;13669;19229
Nova Porteirinha (MG);1951;1600;1562
Nova Resende (MG);7308;9072;5879
