Territorialidades;População rural 2010;População urbana 2010;População economicamente ativa de 18 anos ou mais de idade 2010;Produto Interno Bruto per capita 2014;Produto Interno Bruto per capita 2015;Produto Interno Bruto per capita 2016;Participação da Agropecuária no Valor Adicionado 2014;Participação da Agropecuária no Valor Adicionado 2015;Participação da Agropecuária no Valor Adicionado 2016;Participação da Indústria no Valor Adicionado 2014;Participação da Administração Pública no Valor Adicionado 2014;Participação dos Serviços no Valor Adicionado 2014;Rendimento médio no setor formal 2014;Esperança de vida ao nascer 2014;Média de anos de estudo 2014;% de 25 anos ou mais de idade com ensino superior completo 2014
São José do Sul (RS);1362;720;1320;18,57;17,59;16,86;43,76;41,48;41,98;11,38;24,49;20,37;1323,2;;;
São José do Vale do Rio Preto (RJ);11244;9007;10343;12,99;13,73;14,35;20,95;24,04;25,18;7,26;43,49;28,31;1078,88;;;
São José do Xingu (MT);1457;3783;2189;26,79;25,95;36,82;59,44;58,79;61,47;3,24;16,19;21,13;1188,69;;;
São José (SC);2492;207312;118442;30,03;28,29;27,86;0,09;0,1;0,1;20,47;11,85;67,58;1375,5;;;
São Julião (PI);3347;2328;1929;4,72;4,33;4,47;6,23;8,84;4,86;5,29;58,42;30,05;875,16;;;
São Leopoldo (RS);849;213238;109960;23,39;21,91;21,15;0,05;0,05;0,05;28,31;16,61;55,03;1772,87;;;
São Lourenço da Mata (PE);6118;96777;41476;6,55;6,41;6,33;1,8;2,36;2,09;11,75;40,18;46,28;1031,86;;;
São Lourenço da Serra (SP);1254;12719;6678;11,13;9,68;8,51;0,45;0,55;0,72;14,61;28,45;56,49;1007,93;;;
São Lourenço do Oeste (SC);4912;16880;12516;26,08;22,98;22,77;9,05;9,19;13,03;34,48;13,03;43,44;1400,51;;;
São Lourenço do Piauí (PI);3314;1113;2170;4,63;4,4;4,35;6,58;6,96;6,15;7;63,43;22,99;807,13;;;
São Lourenço do Sul (RS);18874;24237;24197;15,79;15,29;15,43;31,42;29,79;31,49;7,97;20,16;40,45;1211,34;;;
São Lourenço (MG);;41657;20334;14,37;13,94;13,49;0,23;0,17;0,21;8,52;21,07;70,19;1013,25;;;
São Ludgero (SC);1130;9863;6283;37,65;34,62;30,79;18,44;19,58;19,53;42,49;9,59;29,49;1483,26;;;
São Luís de Montes Belos (GO);3449;26585;15143;14,86;16,03;15,87;6,84;6;5,75;19,29;19,38;54,5;1061,22;;;
São Luís do Curu (CE);4371;7961;4562;5,4;5,14;4,95;8,3;6,12;7,23;8,11;46,91;36,68;869,48;;;
São Luís do Paraitinga (SP);4217;6180;4945;10,9;9,57;8,89;15,32;15,05;12,21;5,58;29,34;49,77;1126,59;;;
São Luis do Piauí (PI);1747;814;890;4,23;4,09;4,24;5,52;6,49;4,06;4,1;70,67;19,72;884,47;;;
São Luís do Quitunde (AL);11824;20588;10360;10,81;10,52;8,11;21,92;19,94;25,47;35,29;23,76;19,04;863,87;;;
São Luís Gonzaga do Maranhão (MA);12257;7896;6145;5,78;5,21;4,65;27,86;29,64;22,47;10,2;36,97;24,97;720,53;;;
São Luís (MA);56315;958522;491523;20,2;18,02;17,36;0,1;0,11;0,09;27,34;12,09;60,46;1847,34;;;
São Luíz do Norte (GO);709;3908;2184;11,95;11,24;12,01;31,05;33,59;31,94;8,98;27,74;32,23;990,98;;;
São Luiz Gonzaga (RS);4048;30508;16363;19,35;19,59;21,33;22,17;22,79;30,04;7,83;16,89;53,11;1216,04;;;
São Luiz (RR);2295;4455;2101;10,13;9,79;9,79;17,76;18,28;15,5;3,22;63,32;15,7;812,65;;;
São Mamede (PB);1819;5929;2784;6,09;5,71;5,77;8,8;9,37;8,97;5,81;56,29;29,1;815,88;;;
São Manoel do Paraná (PR);939;1159;1096;16,13;14,45;15,26;45,54;38,91;41,29;5,53;29,63;19,3;1046,19;;;
São Manuel (SP);929;37413;18940;18,98;17,93;18,27;12,43;8,91;10,3;19,34;14,68;53,54;1621,81;;;
São Marcos (RS);2505;17598;11580;22,08;21,27;20,03;5,91;6,64;6,98;33,05;16,41;44,63;1468,42;;;
São Martinho da Serra (RS);2259;942;1370;35,75;34,48;34,88;61,79;61,11;63,61;3,73;11,12;23,36;1340,51;;;
São Martinho (RS);2332;3441;3272;22,63;22,07;23,05;34,02;33,4;36,77;7,8;15,83;42,34;1079,98;;;
São Martinho (SC);1978;1231;2083;17,18;15,31;15,8;29,71;28,62;30,71;14,1;20,42;35,76;1089,65;;;
São Mateus do Maranhão (MA);10381;28712;13849;4,71;4,7;4,98;12,13;14,83;15,57;5,25;38,67;43,96;996,69;;;
São Mateus do Sul (PR);15551;25706;20180;19,85;18,97;17,62;28,02;25,03;27,93;19,42;14,26;38,3;1716,16;;;
São Mateus (ES);24487;84541;53156;12,7;12,32;10,61;8,34;10,04;7,48;17,62;27,05;46,99;1440,71;;;
São Miguel Arcanjo (SP);9948;21502;14351;13,47;12,69;13,11;38,63;37,64;40,63;5,52;17,52;38,33;1129,77;;;
São Miguel da Baixa Grande (PI);752;1358;800;5,13;5,01;5,35;9,35;8,52;7,15;3,59;66,36;20,71;914,71;;;
São Miguel da Boa Vista (SC);1465;439;1201;12,77;11,47;12,4;41,71;36,16;41,57;3,3;34,87;20,12;1490,66;;;
São Miguel das Matas (BA);7054;3360;5041;7,35;7,13;6,08;13,75;16,58;17,26;3,53;32,39;50,33;824,36;;;
São Miguel das Missões (RS);3694;3727;3795;34,04;35,48;41;55,09;52,89;59,06;4,2;11,02;29,69;1274,98;;;
São Miguel de Taipu (PB);3719;2977;2396;5,44;5,28;5,39;24,02;24,55;26,22;5,88;54,57;15,53;739,13;;;
São Miguel do Aleixo (SE);1951;1747;1594;6,63;6,86;6,53;13,09;11,39;9,69;3,92;65,71;17,29;1064,66;;;
São Miguel do Anta (MG);3014;3746;2809;6,73;6,69;6,89;24,24;21,94;25,07;8,35;42,9;24,51;877,56;;;
São Miguel do Araguaia (GO);4622;17661;10062;14,75;13,98;15,03;31,49;31,38;27,95;7,3;20,43;40,77;1170,32;;;
São Miguel do Fidalgo (PI);1891;1085;1218;4,7;4,67;4,83;13,92;12,58;10,64;3,16;66,06;16,86;914,01;;;
São Miguel do Gostoso (RN);4539;4131;3232;7,37;12,19;24,04;7,73;4,54;2,3;6,97;55,82;29,48;1021,62;;;
São Miguel do Guamá (PA);19683;31884;19422;7,95;7,23;7,74;34,25;31,88;37,96;12,12;30,57;23,06;863,74;;;
São Miguel do Guaporé (RO);13358;8470;9132;13,6;13,7;14,2;26,03;26,32;25,82;18,05;29,9;26,02;1121,98;;;
São Miguel do Iguaçu (PR);9284;16485;12719;27,12;27,04;24,79;21,75;21,76;28,38;18;12,37;47,87;1136,23;;;
São Miguel do Oeste (SC);4241;32065;21700;26,36;23,64;22,83;5,62;5,7;6,14;28;12,41;53,97;1393,56;;;
São Miguel do Passa Quatro (GO);1683;2074;1762;20,72;19,41;21,26;55,54;58,36;62,62;6,17;17,22;21,06;967,1;;;
São Miguel dos Campos (AL);2011;52566;20298;14,89;12,3;10,13;10,17;8,28;10,22;42,41;18,25;29,16;1305,83;;;
São Miguel dos Milagres (AL);4902;2261;2591;8,57;8,95;8,6;39,72;36,38;36,49;2,4;30,48;27,4;856,35;;;
São Miguel do Tapuio (PI);11459;6675;4856;4,2;4,16;4,39;9,86;10,02;8,21;3,92;61,65;24,57;1076,11;;;
São Miguel do Tocantins (TO);7934;2547;3636;5,13;5,08;5,49;6,87;7,04;6,27;4,25;71,31;17,57;867,27;;;
São Miguel (RN);7657;14500;7625;6,16;5,96;5,88;7,74;5,58;5,25;4,05;53,81;34,4;1234,11;;;
São Nicolau (RS);2035;3692;2952;12,51;14,66;15,73;38,02;44,23;48,74;3,87;26,52;31,59;1075,51;;;
São Patrício (GO);820;1171;881;12,01;11,53;11,47;35,56;39,31;41,4;7,31;33,94;23,19;1326,83;;;
São Paulo das Missões (RS);4165;2199;3887;14,09;13,96;15,25;38,83;39,99;46,58;7,55;23,68;29,93;1085,82;;;
São Paulo de Olivença (AM);17159;14263;10763;4,2;3,83;3,65;12,21;12,11;12,5;4,04;69,68;14,07;1182,88;;;
São Paulo do Potengi (RN);4375;11468;6165;5,79;5,86;5,62;2,97;3,11;3,14;5,92;56,26;34,85;1109,71;;;
São Paulo (SP);101159;11152344;5836353;41,15;39,43;37,89;0,01;0,01;0,01;13,09;7,41;79,49;2445,98;;;
São Pedro da Água Branca (MA);1316;10712;4196;4,46;4,43;4,7;13,15;17,1;12,29;7,88;45,54;33,43;803,36;;;
São Pedro da Aldeia (RJ);5727;82148;41006;14,7;14,59;13,75;1,43;1,52;1,75;18,72;34,22;45,63;1622,37;;;
São Pedro da Cipa (MT);455;3703;1815;9,25;7,03;7,33;4,67;7,68;11,58;33,53;41,36;20,44;1747,11;;;
São Pedro da Serra (RS);1886;1429;1997;13,27;12,73;12,33;24;21,61;22,89;20,11;29,39;26,5;1257,77;;;
São Pedro das Missões (RS);1354;532;944;20,68;20,83;21,33;43,05;43,6;46,35;2,96;24,9;29,08;1192,34;;;
São Pedro da União (MG);2259;2781;2723;12,2;11,44;13,58;37,62;33,56;42,07;4,88;24,5;33,01;969,34;;;
São Pedro de Alcântara (SC);975;3729;2345;8,55;9,15;8,91;20,62;22,68;21,35;11,06;36,05;32,27;1324,8;;;
São Pedro do Butiá (RS);1664;1209;1592;18,59;18,63;20,38;50,15;50,93;55,07;6,03;24,07;19,75;1260,25;;;
São Pedro do Iguaçu (PR);2436;4055;3196;18,58;17,68;18,71;44,21;37,6;41,28;4,85;16,65;34,28;1264,98;;;
São Pedro do Ivaí (PR);2123;8044;5339;17,82;16,98;15,98;21,73;19,25;20,74;23,84;16,4;38,03;1084,61;;;
São Pedro do Paraná (PR);860;1631;1155;18,97;18,41;17,8;20,91;20,74;26,65;28,08;22,72;28,29;1218,24;;;
São Pedro do Piauí (PI);5444;8195;4388;4,89;5,14;4,69;8,1;7,5;5,75;7,28;55,25;29,38;991,16;;;
São Pedro dos Crentes (MA);1988;2437;1459;7,97;7,4;7,33;43,75;42,73;39,04;4,04;29,49;22,73;926,49;;;
São Pedro dos Ferros (MG);1573;6783;3521;10,23;8,92;9,07;28,44;24,95;24,17;12,14;26,68;32,74;894,84;;;
São Pedro do Suaçuí (MG);3268;2302;2032;6,49;6,05;6,95;16,77;16;13,89;9,3;43,17;30,77;938,13;;;
São Pedro do Sul (RS);4439;11929;8218;14,23;13,68;13,35;21,04;23,08;23,9;15,52;22,36;41,09;1222,4;;;
São Pedro do Turvo (SP);2048;5150;3268;16,74;14,77;16,98;44,73;25,33;35,03;8,39;17,87;29,01;1287,61;;;
São Pedro (RN);2741;3494;1874;5,93;6,05;5,81;4,59;4,78;5,01;5,58;59,16;30,66;1005,67;;;
São Pedro (SP);5055;26607;15686;13,43;12,75;13,01;8,29;9,15;10,63;10,83;19,57;61,31;1272,83;;;
São Rafael (RN);2573;5538;2750;5,52;5,7;5,29;14,73;14,32;15,18;4,21;61,46;19,59;865,15;;;
São Raimundo das Mangabeiras (MA);4941;12533;6293;13,1;13,83;14,13;45,38;49,57;48,1;9,55;16,53;28,55;1189,1;;;
São Raimundo do Doca Bezerra (MA);4359;1731;1703;4,83;4,42;4,79;26,99;20,47;17,74;4,58;47,89;20,54;860,88;;;
São Raimundo Nonato (PI);11061;21266;14468;7,6;7,57;7,6;1,6;2,26;2,25;8,76;35,8;53,85;980,27;;;
São Roberto (MA);3112;2845;1502;4,08;3,8;3,84;20,86;17,39;15,46;4,3;55,06;19,77;1191,26;;;
São Romão (MG);3807;6469;4448;7,02;6,86;9,95;30,04;26,36;47,48;5,34;37,98;26,64;1048,26;;;
São Roque de Minas (MG);2464;4222;3508;16,07;14,5;18,06;47,74;44,42;47,21;4,58;19,34;28,34;1090,04;;;
São Roque do Canaã (ES);5689;5584;5860;12,09;10,86;9,54;21,55;16,81;12,18;13,79;26,89;37,76;965,35;;;
São Roque (SP);7333;71488;40654;20,52;20;19,2;1,61;1,63;1,5;22,29;14,75;61,35;1338,47;;;
São Salvador do Tocantins (TO);1322;1588;825;6,91;6,82;7,03;15,58;17,66;18,58;2,98;62,43;19,01;859,52;;;
São Sebastião (AL);19701;12309;11492;5,94;5,92;6,56;21,96;17,36;25,1;2,59;40,94;34,51;1005,96;;;
São Sebastião da Amoreira (PR);1033;7593;3971;13,8;14,41;14,01;26,13;27,55;29,37;5,31;21,41;47,15;1025,49;;;
São Sebastião da Bela Vista (MG);2059;2889;2381;14,39;27,41;31,73;9,72;4,93;6,54;9,13;22,66;58,49;876,1;;;
São Sebastião da Boa Vista (PA);13002;9902;7194;5,24;4,86;4,65;36,36;35,15;30,85;3,4;44,36;15,88;1033,23;;;
São Sebastião da Grama (SP);4128;7971;6072;18,89;16,95;16,9;20,8;19,99;20,05;8,61;13,51;57,08;1212,52;;;
São Sebastião da Vargem Alegre (MG);1195;1603;1333;13,34;13,46;11,28;23,85;23,8;29,08;25,3;28,84;22,01;942,9;;;
São Sebastião de Lagoa de Roça (PB);6382;4659;4885;4,74;4,72;4,52;6,52;6,63;6,65;3,13;71,67;18,67;977,4;;;
São Sebastião do Alto (RJ);4283;4612;3887;13,12;12,89;13,81;22,82;19,3;23,62;5,6;48,61;22,97;1139,13;;;
São Sebastião do Anta (MG);1529;4210;2447;6,44;6,08;5,56;20,18;18,26;16,42;6,17;45,56;28,09;851,64;;;
São Sebastião do Caí (RS);4324;17608;11629;18,39;17,49;16,59;3,63;3,63;4,42;23,03;18,67;54,67;1259,19;;;
São Sebastião do Maranhão (MG);7397;3250;3746;4,38;4,3;4,37;18,4;17,09;14,97;3,61;55,8;22,2;770,69;;;
São Sebastião do Oeste (MG);2558;3247;2900;43,41;43,21;28,88;21,36;17,69;22,93;44,06;8,96;25,62;1162,73;;;
São Sebastião do Paraíso (MG);5027;59953;32926;16,79;17,13;15,43;7,33;5,75;9,24;20,85;18,24;53,59;1078,96;;;
São Sebastião do Passé (BA);9041;33112;18046;12,29;10,63;8,15;3,1;3,76;5,02;41,59;20,54;34,77;2490,45;;;
São Sebastião do Rio Preto (MG);737;876;739;8,19;7,7;7,56;10,12;9,75;10,21;3,98;60,44;25,46;954,6;;;
São Sebastião do Rio Verde (MG);789;1321;886;7,96;7,43;7,35;13,94;11,8;14,39;5,92;48,12;32,02;935,51;;;
São Sebastião do Tocantins (TO);1000;3283;1083;6,22;5,77;5,95;12,43;14,12;14,39;7,23;63,77;16,56;838,73;;;
São Sebastião do Uatumã (AM);4801;5904;3816;5,32;4,78;4,8;23,87;23,55;26,54;6,07;54,83;15,22;1130,77;;;
São Sebastião do Umbuzeiro (PB);1138;2097;1610;5,38;5,35;5,44;9,95;13,04;13,1;2,26;65,69;22,1;808,62;;;
São Sebastião (SP);833;73109;40504;50,62;29,65;27,7;0,23;0,31;0,35;8,77;15,23;75,77;1896,36;;;
São Sepé (RS);4977;18821;11478;20,92;20,53;20,12;34,14;33,08;32,48;9,74;15,75;40,37;1170,88;;;
São Simão (GO);779;16309;8543;93,45;117,36;80,87;0,75;0,68;1,03;86,4;4,03;8,81;1475,07;;;
São Simão (SP);1418;12928;7181;20,46;19,87;19,51;15,03;14,39;19,55;18,51;17,62;48,84;1348,85;;;
São Thomé das Letras (MG);2798;3857;3550;9,45;8,43;9,28;17,13;18,38;22,74;10,8;29,53;42,54;949,74;;;
São Tiago (MG);2090;8471;4630;9,1;8,88;9,75;19,25;18,4;18,59;14,06;28,99;37,69;882,87;;;
São Tomás de Aquino (MG);1571;5522;3475;13,4;10,42;13,74;35,37;26,88;43,93;12,76;21,26;30,61;947,92;;;
São Tomé (PR);903;4446;2704;19,73;19,06;19,18;28,76;29,31;30,96;25,56;17,84;27,85;1241,52;;;
São Tomé (RN);4886;5941;3917;5,06;5,17;5,08;3,76;3,76;3,57;3,96;70,31;21,97;957,71;;;
São Valentim do Sul (RS);1422;746;1385;16,12;15,63;15,28;38,76;37,38;37,56;13,05;25,08;23,11;1198,92;;;
São Valentim (RS);1888;1744;2141;17,9;16,8;17,39;29,64;24,95;30,25;14,55;20,68;35,13;1263,14;;;
São Valério do Sul (RS);2137;510;1267;12,71;12,71;14,29;49,92;52,04;56,83;3,54;29,84;16,71;1374,22;;;
São Valério (TO);1660;2723;1531;13,82;15,32;11,13;45,35;52,46;35,03;4,42;30,44;19,79;908,86;;;
São Vendelino (RS);591;1353;1295;19,87;20,21;20,01;8,95;7,24;7,9;35,48;23,67;31,9;1206,82;;;
São Vicente de Minas (MG);1068;5940;3184;14,26;12,34;12,53;31,22;20,47;24,89;17,42;19,85;31,5;926,54;;;
São Vicente do Sul (RS);2559;5881;3994;19,15;18,9;18,03;44,13;45,51;45,18;5,81;18,7;31,36;1101,68;;;
São Vicente Ferrer (MA);15432;5431;5939;4,22;4,01;4,17;25,78;21,92;20,93;5,05;46,69;22,48;958,43;;;
São Vicente Ferrer (PE);5799;11201;5600;9,3;7,68;8,6;43,91;39,84;43,35;3,52;30,2;22,37;1053,58;;;
São Vicente (RN);2263;3765;1963;5,36;5,72;6,04;9,15;7,74;6,48;6,69;63,15;21;738,5;;;
São Vicente (SP);628;331817;158445;10,72;10,19;9,36;0,04;0,05;0,06;9,91;26,49;63,56;1525,25;;;
Sapeaçu (BA);8501;8084;7189;6,59;6,83;6,7;28,9;27,22;26,01;7,26;33,65;30,19;891,06;;;
Sapé (PB);12002;38141;16954;7,09;7,12;7,01;10,01;7,94;11,54;6,93;44,44;38,62;937,91;;;
Sapezal (MT);2970;15124;9443;63,93;60,89;75,53;51,81;50,67;56,38;8,53;6,75;32,9;1713,67;;;
Sapiranga (RS);2699;72286;40365;24,82;25,81;24,87;0,19;0,17;0,23;43,03;13,88;42,9;1301,08;;;
Sapopema (PR);3184;3552;3234;9,46;9,57;9,44;34,77;30,73;31,72;10,72;32,45;22,06;1068,78;;;
Sapucaia do Sul (RS);488;130469;63471;16,64;15,75;14,95;0,15;0,14;0,14;38,7;19,91;41,24;1704,99;;;
Sapucaia (PA);1722;3325;2207;11,5;11,59;11,3;35,47;36,34;39,75;5,84;25,36;33,34;957,44;;;
Sapucaia (RJ);4252;13273;7586;31,61;29,79;31,28;4,61;5,99;5,16;14,56;19,34;61,49;1028,22;;;
Sapucaí-Mirim (MG);2458;3783;2800;9,66;8,94;8,78;12,5;14,17;13,06;9,16;30,71;47,64;1028,2;;;
Saquarema (RJ);3778;70456;33564;18,67;18,11;17,36;1,17;0,96;0,76;13,27;27,59;57,97;1457,5;;;
Sarandi (PR);701;82146;40807;10,77;10,6;10,3;4,96;5,04;5,78;21;25,47;48,56;1353,02;;;
Sarandi (RS);3345;17940;11983;24,55;23,66;22,96;10,64;11,83;13,04;22,65;14,46;52,24;1241,18;;;
Sarapuí (SP);2381;6646;4039;10,08;9,72;8,89;11,74;19,99;19,67;18,82;28,76;40,68;1094,85;;;
Sardoá (MG);3597;1997;2319;5,84;5,76;6,21;10,8;9,75;14,04;5,04;50,09;34,07;767,86;;;
Sarutaiá (SP);665;2957;1716;10,77;10,45;11,4;31,43;27,55;35,38;6,31;30,21;32,05;1068,27;;;
Sarzedo (MG);282;25532;12794;25,29;17,85;16,87;0,27;0,37;0,48;55,15;14,17;30,4;1598,49;;;
Sátiro Dias (BA);14632;4332;8029;4,06;4,85;5,4;12,05;22,6;35,08;7,8;54,57;25,57;890,6;;;
Satuba (AL);1811;12792;4890;6,24;6,21;6,68;7,47;5,64;5,31;16,06;44,94;31,53;1506,43;;;
Satubinha (MA);8356;3634;3616;3,18;3,08;3,16;19,1;18,29;14,81;3,57;59,35;17,98;788,66;;;
Saubara (BA);253;10948;5012;6,93;6,82;6,55;17,09;19,26;21,23;11,27;34,39;37,25;889,1;;;
Saudade do Iguaçu (PR);2525;2503;2491;82,9;82,41;98,55;4,31;3,9;3,71;86,62;5,11;3,97;1671,68;;;
Saudades (SC);3893;5123;5661;20,71;20,29;19,55;25,66;21,93;23,45;32,72;15,16;26,45;1360,15;;;
Saúde (BA);5199;6646;4790;4,02;4,14;4,12;8,29;10,2;14,05;5,18;53,7;32,82;933,29;;;
Schroeder (SC);1613;13703;8939;18,43;15,06;14,47;5,58;3,5;4,42;43,35;17,86;33,21;1627,76;;;
Seabra (BA);21521;20277;18161;6,36;6,52;6,49;3,91;3,84;5,22;5,33;33,96;56,8;1054,74;;;
Seara (SC);5350;11586;10499;33,34;31,31;28,75;15,35;14,41;17,59;40,3;9,88;34,47;1225,13;;;
Sebastianópolis do Sul (SP);684;2347;1650;60,79;161,95;168,07;12,73;3,87;4,42;48,92;8,73;29,62;1743,73;;;
Sebastião Barros (PI);2448;1112;1194;6,43;6,49;6,07;29,03;29,2;25,72;2,66;55,28;13,04;1081,63;;;
Sebastião Laranjeiras (BA);6287;4084;4189;4,42;4,44;4,4;21,18;20,55;24,83;4,35;51,13;23,33;1043,72;;;
Sebastião Leal (PI);2194;1922;1020;15,61;11,84;6,91;48,87;48,16;26,72;13,82;20,04;17,27;1296,62;;;
Seberi (RS);4974;5923;6147;18,92;19,38;18,99;28,5;28,42;28,58;8,91;18,42;44,18;1176,17;;;
Sede Nova (RS);1430;1581;1590;20,7;19,63;19,71;43,85;41,12;44,61;5,75;19,56;30,84;1346,2;;;
Segredo (RS);5351;1807;3798;11,8;11,75;10,55;49,56;50,08;48,27;4,11;27;19,33;1360,3;;;
Selbach (RS);1479;3450;3153;27,91;26,49;27,27;31,3;34,07;37,15;10,22;14,33;44,15;1414,67;;;
Selvíria (MS);1515;4772;2786;227,73;177,86;203,25;11,84;8,41;11,73;84,38;2,07;1,72;1140,28;;;
Sem-Peixe (MG);1340;1507;1409;7,63;6,88;6,95;17,86;14,31;19,11;8,12;50,67;23,34;999,71;;;
Senador Alexandre Costa (MA);4092;6164;3360;4,48;3,91;3,78;22,68;20,27;12,03;4,84;45,45;27,03;978,15;;;
Senador Amaral (MG);2118;3101;2511;7,04;6,71;7,2;22,55;23,89;28,2;9,06;39,98;28,41;809,75;;;
Senador Canedo (GO);332;84111;43213;19,3;19,32;22;0,44;0,39;0,3;34,87;18,63;46,05;1343,91;;;
Senador Cortes (MG);476;1512;870;7,19;7,48;7,69;13,99;11,56;12,51;6,24;47,34;32,43;704,46;;;
Senador Elói de Souza (RN);3214;2423;1787;4,63;4,55;4,47;3,81;3,47;3,9;3,98;75,65;16,56;1084,32;;;
Senador Firmino (MG);2547;4683;2606;6,46;6,42;6,14;9,43;7,79;9,63;5,45;42,33;42,79;847,52;;;
Senador Georgino Avelino (RN);43;3881;1181;14,76;15,12;15,03;55,16;56,65;63,98;1,47;34,29;9,08;1046,98;;;
Senador Guiomard (AC);7476;12703;7968;12,21;11,5;10,73;29,85;30,5;30,83;14,14;37,14;18,88;1101,87;;;
Senador José Bento (MG);1185;683;1016;10,37;9,96;10,62;29,8;30,04;33,8;4,29;41,39;24,52;1017,45;;;
Senador José Porfírio (PA);6575;6470;4681;6,39;6,92;6,82;35,2;33,21;37,8;3,67;41,25;19,88;1200,28;;;
Senador La Rocque (MA);9259;8739;6038;6,77;6,38;7,01;31,2;33,18;29,13;5,2;39,65;23,96;1057,3;;;
Senador Modestino Gonçalves (MG);2771;1803;1986;14,23;11,77;5,7;58,51;55,23;13,29;6,7;21,65;13,13;817,94;;;
Senador Pompeu (CE);10763;15706;10361;7,24;6,89;7,3;9,14;8,43;10,83;21,13;32,29;37,44;1004,25;;;
Senador Rui Palmeira (AL);9103;3944;4208;3,81;4;3,94;11,27;10,61;9,19;2,14;67;19,59;1102,74;;;
Senador Sá (CE);1784;5068;2849;4,27;3,99;3,8;9,9;9,98;10,38;2,78;57,31;30,01;718,03;;;
Senador Salgado Filho (RS);1934;880;1598;19,8;20,1;21,4;44,96;44,18;48,4;6,6;22,21;26,23;1580,7;;;
Sena Madureira (AC);12917;25112;14408;9,18;7,99;7,42;28,49;24,9;25,38;6,04;47,07;18,4;1106,46;;;
Sengés (PR);3307;15107;7519;14,93;14,12;15,39;22,27;21,54;32,01;29,59;20,32;27,82;1183,78;;;
Senhora de Oliveira (MG);2427;3256;2118;6,71;6,33;7,88;10,87;9,28;28,68;8,86;41,77;38,5;867,58;;;
Senhora do Porto (MG);2211;1286;1453;6,24;5,97;6,43;15,11;14,56;15,43;3,86;54,52;26,51;779,35;;;
Senhora dos Remédios (MG);6766;3430;5201;5,17;5,35;5,54;18,87;16,17;19,18;6,48;44,98;29,66;758,86;;;
Senhor do Bonfim (BA);16853;57566;31167;7,53;6,97;6,54;1,65;2,2;1,91;11,96;28,43;57,96;1028,43;;;
Sentinela do Sul (RS);3916;1282;2675;11,72;10,29;10,89;34,19;38,07;45,63;7,83;35,89;22,1;1352,31;;;
Sento Sé (BA);15749;21676;13450;5,81;6,04;6,48;24,57;21,05;19,09;15,75;38,03;21,65;982,79;;;
Serafina Corrêa (RS);2199;12054;8358;28,88;26,34;25,43;11,75;11,91;11,9;35,71;12,99;39,55;1326,43;;;
Sericita (MG);3410;3718;3103;8,08;7,85;7,57;27,23;26,94;29,67;20,77;32;19,99;731,79;;;
Seridó (PB);5633;4597;3964;4,11;3,93;3,81;4,08;3,57;3,53;2,24;74,15;19,53;844,43;;;
Seringueiras (RO);7232;4397;5245;10,46;10,35;10,53;32,75;34,99;35,41;5,34;39,39;22,51;1079,51;;;
Sério (RS);1751;530;1478;13,28;11,9;11,74;52,27;45,66;45,52;4,9;28,19;14,64;1183,99;;;
Seritinga (MG);306;1483;888;16,71;19,93;11,81;48,35;55,44;28,48;3,41;25,87;22,37;948,86;;;
Seropédica (RJ);13901;64285;36319;20,63;19,98;16,33;0,71;0,64;0,78;45,28;24,34;29,68;2639,26;;;
Serra Alta (SC);1450;1835;1998;21,15;21,87;21,97;41,23;48,66;50,73;12,12;16,99;29,66;1140,75;;;
Serra Azul de Minas (MG);2510;1710;1260;4,96;4,92;4,8;11,13;10,06;10,82;4,73;61,04;23,1;838,56;;;
Serra Azul (SP);3239;8017;4972;8,96;6,88;7,07;25,79;18,45;26,44;15,37;29,52;29,31;1176,93;;;
Serra Branca (PB);4555;8418;5421;6,02;5,87;5,53;4,74;4,43;4,77;3,91;53,05;38,3;888,53;;;
Serra da Raiz (PB);1069;2135;1281;6,3;6,23;6,29;10,21;10,72;11,16;3,59;65,68;20,51;783,87;;;
Serra da Saudade (MG);288;527;401;14,66;14,65;14,58;23,46;21,95;23,82;4,76;49,94;21,83;860,9;;;
Serra de São Bento (RN);2481;3262;2126;4,46;4,56;4,5;2,16;2,49;2,71;2,91;73,8;21,14;983,71;;;
Serra do Mel (RN);7589;2698;4248;8,38;6,81;16,83;9,86;10,06;5,38;26,26;44,13;19,75;1274,46;;;
Serra do Navio (AP);1805;2575;1696;8,74;8,83;8,54;6,56;5,66;5,29;1,93;71,98;19,52;1847,12;;;
Serra do Ramalho (BA);25364;6274;9522;5,15;5,16;5,64;21,9;20,41;19,64;5,13;42,56;30,42;1045,63;;;
Serra dos Aimorés (MG);1638;6774;3508;8,88;8,89;7,29;13,67;10,48;10,62;28,61;31,96;25,76;1167,91;;;
Serra do Salitre (MG);2794;7755;5475;20,35;14,76;23,66;54,9;42,1;58,53;5,91;14,22;24,97;1146,21;;;
Serra Dourada (BA);12110;6002;6811;5,2;5,61;4,99;24,43;28,27;23,58;6,84;40,19;28,54;799,69;;;
Serra (ES);2817;406450;201720;28,99;26,46;24,62;0,14;0,16;0,13;35,07;13,14;51,65;1661,6;;;
Serra Grande (PB);1199;1776;1140;10,18;10,05;9,32;44,87;45,25;45,03;2,01;39,33;13,79;922,83;;;
Serrana (SP);412;38466;20055;14,26;13,64;13,54;2,9;1,94;2,92;17,14;22,33;57,63;1633,75;;;
Serra Negra do Norte (RN);2773;4997;2975;6,25;6,32;6,15;11,84;12,98;11,17;13,08;55,46;19,61;835,54;;;
