mun;ano;estabelecimentos
Mg-Boa Esperanca;2006;40
Mg-Bocaina de Minas;2006;6
Mg-Bocaiuva;2006;55
Mg-Bom Despacho;2006;139
Mg-Bom Jardim de Minas;2006;13
Mg-Bom Jesus da Penha;2006;4
Mg-Bom Jesus do Amparo;2006;6
Mg-Bom Jesus do Galho;2006;6
Mg-Bom Repouso;2006;5
Mg-Bom Sucesso;2006;28
Mg-Bonfim;2006;11
Mg-Bonfinopolis de Minas;2006;3
Mg-Bonito de Minas;2006;0
Mg-Borda da Mata;2006;125
Mg-Botelhos;2006;20
Mg-Botumirim;2006;3
Mg-Brasilandia de Minas;2006;8
Mg-Brasilia de Minas;2006;9
Mg-Bras Pires;2006;2
Mg-Braunas;2006;1
Mg-Brazopolis;2006;20
Mg-Brumadinho;2006;51
Mg-Bueno Brandao;2006;19
Mg-Buenopolis;2006;11
Mg-Bugre;2006;0
Mg-Buritis;2006;10
Mg-Buritizeiro;2006;23
Mg-Cabeceira Grande;2006;4
Mg-Cabo Verde;2006;14
Mg-Cachoeira da Prata;2006;15
Mg-Cachoeira de Minas;2006;31
Mg-Cachoeira Dourada;2006;3
Mg-Caetanopolis;2006;22
Mg-Caete;2006;57
Mg-Caiana;2006;2
Mg-Cajuri;2006;1
Mg-Caldas;2006;50
Mg-Camacho;2006;3
Mg-Camanducaia;2006;71
Mg-Cambui;2006;98
Mg-Cambuquira;2006;21
Mg-Campanario;2006;4
Mg-Campanha;2006;68
Mg-Campestre;2006;43
Mg-Campina Verde;2006;24
Mg-Campo Azul;2006;0
Mg-Campo Belo;2006;193
Mg-Campo do Meio;2006;17
Mg-Campo Florido;2006;7
Mg-Campos Altos;2006;20
Mg-Campos Gerais;2006;35
Mg-Canaa;2006;4
Mg-Canapolis;2006;9
Mg-Cana Verde;2006;5
Mg-Candeias;2006;38
Mg-Cantagalo;2006;2
Mg-Caparao;2006;3
Mg-Capela Nova;2006;5
Mg-Capelinha;2006;40
Mg-Capetinga;2006;22
Mg-Capim Branco;2006;11
Mg-Capinopolis;2006;24
Mg-Capitao Andrade;2006;1
Mg-Capitao Eneas;2006;5
Mg-Capitolio;2006;33
Mg-Caputira;2006;4
Mg-Carai;2006;5
Mg-Caranaiba;2006;2
Mg-Carandai;2006;29
Mg-Carangola;2006;63
Mg-Caratinga;2006;120
Mg-Carbonita;2006;9
Mg-Careacu;2006;20
Mg-Carlos Chagas;2006;13
Mg-Carmesia;2006;0
Mg-Carmo da Cachoeira;2006;9
Mg-Carmo da Mata;2006;32
Mg-Carmo de Minas;2006;11
Mg-Carmo do Cajuru;2006;98
Mg-Carmo do Paranaiba;2006;47
Mg-Carmo do Rio Claro;2006;48
Mg-Carmopolis de Minas;2006;48
Mg-Carneirinho;2006;18
Mg-Carrancas;2006;5
Mg-Carvalhopolis;2006;8
Mg-Carvalhos;2006;5
Mg-Casa Grande;2006;1
Mg-Cascalho Rico;2006;4
Mg-Cassia;2006;48
Mg-Conceicao da Barra de Minas;2006;2
Mg-Cataguases;2006;176
Mg-Catas Altas;2006;2
Mg-Catas Altas da Noruega;2006;0
Mg-Catuji;2006;4
Mg-Catuti;2006;0
Mg-Caxambu;2006;46
Mg-Cedro do Abaete;2006;0
Mg-Central de Minas;2006;8
Mg-Centralina;2006;6
Mg-Chacara;2006;5
Mg-Chale;2006;2
Mg-Chapada do Norte;2006;3
Mg-Chapada Gaucha;2006;2
Mg-Chiador;2006;2
Mg-Cipotanea;2006;4
Mg-Claraval;2006;8
Mg-Claro dos Pocoes;2006;1
Mg-Claudio;2006;162
Mg-Coimbra;2006;10
Mg-Coluna;2006;4
Mg-Comendador Gomes;2006;0
Mg-Comercinho;2006;5
Mg-Conceicao da Aparecida;2006;7
Mg-Conceicao das Pedras;2006;4
Mg-Conceicao das Alagoas;2006;18
Mg-Conceicao de Ipanema;2006;1
Mg-Conceicao do Mato Dentro;2006;14
Mg-Conceicao do Para;2006;11
Mg-Conceicao do Rio Verde;2006;19
Mg-Conceicao dos Ouros;2006;96
Mg-Conego Marinho;2006;0
Mg-Confins;2006;23
Mg-Congonhal;2006;40
Mg-Congonhas;2006;41
Mg-Congonhas do Norte;2006;1
Mg-Conquista;2006;13
Mg-Conselheiro Lafaiete;2006;173
Mg-Conselheiro Pena;2006;31
Mg-Consolacao;2006;4
Mg-Contagem;2006;1687
Mg-Coqueiral;2006;13
Mg-Coracao de Jesus;2006;11
Mg-Cordisburgo;2006;8
Mg-Cordislandia;2006;3
Mg-Corinto;2006;33
Mg-Coroaci;2006;4
Mg-Coromandel;2006;49
Mg-Coronel Fabriciano;2006;148
Mg-Coronel Murta;2006;8
Mg-Coronel Pacheco;2006;6
Mg-Coronel Xavier Chaves;2006;9
Mg-Corrego Danta;2006;1
Mg-Corrego do Bom Jesus;2006;1
Mg-Corrego Fundo;2006;105
Mg-Corrego Novo;2006;1
Mg-Couto de Magalhaes de Minas;2006;5
Mg-Crisolita;2006;1
Mg-Cristais;2006;69
Mg-Cristalia;2006;1
Mg-Cristiano Otoni;2006;8
Mg-Cristina;2006;19
Mg-Crucilandia;2006;11
Mg-Cruzeiro da Fortaleza;2006;2
Mg-Cruzilia;2006;42
Mg-Cuparaque;2006;2
Mg-Curral de Dentro;2006;6
Mg-Curvelo;2006;150
Mg-Datas;2006;4
Mg-Delfim Moreira;2006;18
Mg-Delfinopolis;2006;4
Mg-Delta;2006;5
Mg-Descoberto;2006;25
Mg-Desterro de Entre Rios;2006;7
Mg-Desterro do Melo;2006;2
Mg-Diamantina;2006;55
Mg-Diogo de Vasconcelos;2006;0
Mg-Dionisio;2006;5
Mg-Divinesia;2006;8
Mg-Divino;2006;16
Mg-Divino das Laranjeiras;2006;2
Mg-Divinolandia de Minas;2006;5
Mg-Divinopolis;2006;1188
Mg-Divisa Alegre;2006;4
Mg-Divisa Nova;2006;4
Mg-Divisopolis;2006;3
Mg-Dom Bosco;2006;0
Mg-Dom Cavati;2006;5
Mg-Dom Joaquim;2006;1
Mg-Dom Silverio;2006;23
Mg-Dom Vicoso;2006;1
Mg-Dona Eusebia;2006;13
Mg-Dores de Campos;2006;90
Mg-Dores de Guanhaes;2006;4
Mg-Dores do Indaia;2006;42
Mg-Dores do Turvo;2006;6
Mg-Doresopolis;2006;3
Mg-Douradoquara;2006;2
Mg-Durande;2006;2
Mg-Eloi Mendes;2006;60
Mg-Engenheiro Caldas;2006;22
Mg-Engenheiro Navarro;2006;6
Mg-Entre Folhas;2006;2
Mg-Entre Rios de Minas;2006;23
Mg-Ervalia;2006;41
Mg-Esmeraldas;2006;57
Mg-Espera Feliz;2006;32
Mg-Espinosa;2006;32
Mg-Espirito Santo do Dourado;2006;5
Mg-Estiva;2006;20
Mg-Estrela Dalva;2006;1
Mg-Estrela do Indaia;2006;3
Mg-Estrela do Sul;2006;7
Mg-Eugenopolis;2006;50
Mg-Ewbank da Camara;2006;5
Mg-Extrema;2006;108
Mg-Fama;2006;4
Mg-Faria Lemos;2006;4
Mg-Felicio dos Santos;2006;2
Mg-Sao Goncalo do Rio Preto;2006;1
Mg-Felisburgo;2006;2
Mg-Felixlandia;2006;38
Mg-Fernandes Tourinho;2006;0
Mg-Ferros;2006;7
Mg-Fervedouro;2006;8
Mg-Florestal;2006;12
Mg-Formiga;2006;285
Mg-Formoso;2006;1
Mg-Fortaleza de Minas;2006;4
Mg-Fortuna de Minas;2006;11
Mg-Francisco Badaro;2006;1
Mg-Francisco Dumont;2006;3
Mg-Francisco Sa;2006;14
Mg-Franciscopolis;2006;0
Mg-Frei Gaspar;2006;2
Mg-Frei Inocencio;2006;8
Mg-Frei Lagonegro;2006;0
Mg-Fronteira;2006;9
Mg-Fronteira dos Vales;2006;0
Mg-Fruta de Leite;2006;0
Mg-Frutal;2006;90
Mg-Funilandia;2006;2
Mg-Galileia;2006;11
Mg-Gameleiras;2006;1
Mg-Glaucilandia;2006;0
Mg-Goiabeira;2006;2
Mg-Goiana;2006;5
Mg-Goncalves;2006;8
Mg-Gonzaga;2006;1
Mg-Gouveia;2006;35
Mg-Governador Valadares;2006;525
Mg-Grao Mogol;2006;8
Mg-Grupiara;2006;1
Mg-Guanhaes;2006;37
Mg-Guape;2006;24
Mg-Guaraciaba;2006;7
Mg-Guaraciama;2006;1
Mg-Guaranesia;2006;58
Mg-Guarani;2006;36
Mg-Guarara;2006;19
Mg-Guarda-Mor;2006;11
Mg-Guaxupe;2006;223
Mg-Guidoval;2006;56
Mg-Guimarania;2006;10
Mg-Guiricema;2006;17
Mg-Gurinhata;2006;8
Mg-Heliodora;2006;15
Mg-Iapu;2006;3
Mg-Ibertioga;2006;0
Mg-Ibia;2006;19
Mg-Ibiai;2006;2
Mg-Ibiracatu;2006;0
Mg-Ibiraci;2006;11
Mg-Ibirite;2006;123
Mg-Ibitiura de Minas;2006;7
Mg-Ibituruna;2006;2
Mg-Icarai de Minas;2006;0
Mg-Igarape;2006;49
Mg-Igaratinga;2006;70
Mg-Iguatama;2006;16
Mg-Ijaci;2006;15
Mg-Ilicinea;2006;24
Mg-Imbe de Minas;2006;2
Mg-Inconfidentes;2006;59
Mg-Indaiabira;2006;1
Mg-Indianopolis;2006;5
Mg-Ingai;2006;1
Mg-Inhapim;2006;21
Mg-Inhauma;2006;21
Mg-Inimutaba;2006;7
Mg-Ipaba;2006;8
Mg-Ipanema;2006;33
Mg-Ipatinga;2006;372
Mg-Ipiacu;2006;3
Mg-Ipuiuna;2006;8
Mg-Irai de Minas;2006;7
Mg-Itabira;2006;176
Mg-Itabirinha;2006;8
Mg-Itabirito;2006;100
Mg-Itacambira;2006;0
Mg-Itacarambi;2006;2
Mg-Itaguara;2006;35
Mg-Itaipe;2006;1
Mg-Itajuba;2006;220
Mg-Itamarandiba;2006;21
Mg-Itamarati de Minas;2006;14
Mg-Itambacuri;2006;16
Mg-Itambe do Mato Dentro;2006;1
Mg-Itamogi;2006;16
Mg-Itamonte;2006;36
Mg-Itanhandu;2006;51
Mg-Itanhomi;2006;9
Mg-Itaobim;2006;24
Mg-Itapagipe;2006;11
Mg-Itapecerica;2006;53
Mg-Itapeva;2006;19
Mg-Itatiaiucu;2006;23
Mg-Itau de Minas;2006;45
Mg-Itauna;2006;338
Mg-Itaverava;2006;6
Mg-Itinga;2006;14
Mg-Itueta;2006;10
Mg-Ituiutaba;2006;160
Mg-Itumirim;2006;6
Mg-Iturama;2006;37
Mg-Itutinga;2006;3
Mg-Jaboticatubas;2006;20
Mg-Jacinto;2006;1
Mg-Jacui;2006;14
Mg-Jacutinga;2006;317
Mg-Jaguaracu;2006;4
Mg-Jaiba;2006;5
Mg-Jampruca;2006;3
Mg-Janauba;2006;82
Mg-Januaria;2006;36
Mg-Japaraiba;2006;12
Mg-Japonvar;2006;0
Mg-Jeceaba;2006;2
Mg-Jenipapo de Minas;2006;0
Mg-Jequeri;2006;9
Mg-Jequitai;2006;1
Mg-Jequitiba;2006;9
Mg-Jequitinhonha;2006;9
Mg-Jesuania;2006;10
Mg-Joaima;2006;4
Mg-Joanesia;2006;0
Mg-Joao Monlevade;2006;136
Mg-Joao Pinheiro;2006;76
Mg-Joaquim Felicio;2006;6
Mg-Jordania;2006;3
Mg-Jose Goncalves de Minas;2006;0
Mg-Jose Raydan;2006;3
Mg-Josenopolis;2006;1
Mg-Nova Uniao;2006;7
Mg-Juatuba;2006;32
Mg-Juiz de Fora;2006;1306
Mg-Juramento;2006;0
Mg-Juruaia;2006;59
Mg-Juvenilia;2006;0
Mg-Ladainha;2006;3
Mg-Lagamar;2006;8
Mg-Lagoa da Prata;2006;132
Mg-Lagoa dos Patos;2006;1
Mg-Lagoa Dourada;2006;18
Mg-Lagoa Formosa;2006;37
Mg-Lagoa Grande;2006;11
Mg-Lagoa Santa;2006;89
Mg-Lajinha;2006;8
Mg-Lambari;2006;58
Mg-Lamim;2006;2
Mg-Laranjal;2006;20
Mg-Lassance;2006;7
Mg-Lavras;2006;225
Mg-Leandro Ferreira;2006;11
Mg-Leme do Prado;2006;1
Mg-Leopoldina;2006;93
Mg-Liberdade;2006;12
Mg-Lima Duarte;2006;30
Mg-Limeira do Oeste;2006;4
Mg-Lontra;2006;0
Mg-Luisburgo;2006;1
Mg-Luislandia;2006;0
Mg-Luminarias;2006;19
Mg-Luz;2006;43
Mg-Machacalis;2006;1
Mg-Machado;2006;87
Mg-Madre de Deus de Minas;2006;1
Mg-Malacacheta;2006;12
Mg-Mamonas;2006;0
Mg-Manga;2006;4
Mg-Manhuacu;2006;146
Mg-Manhumirim;2006;41
Mg-Mantena;2006;54
Mg-Maravilhas;2006;36
Mg-Mar de Espanha;2006;99
Mg-Maria da Fe;2006;22
Mg-Mariana;2006;43
Mg-Marilac;2006;1
Mg-Mario Campos;2006;12
Mg-Maripa de Minas;2006;19
Mg-Marlieria;2006;26
Mg-Marmelopolis;2006;6
Mg-Martinho Campos;2006;41
Mg-Martins Soares;2006;3
Mg-Mata Verde;2006;3
Mg-Materlandia;2006;0
Mg-Mateus Leme;2006;65
Mg-Matias Barbosa;2006;28
Mg-Matias Cardoso;2006;2
Mg-Matipo;2006;12
Mg-Mato Verde;2006;3
Mg-Matozinhos;2006;132
Mg-Matutina;2006;5
Mg-Medeiros;2006;2
Mg-Medina;2006;33
Mg-Mendes Pimentel;2006;7
Mg-Merces;2006;20
Mg-Mesquita;2006;2
Mg-Minas Novas;2006;11
Mg-Minduri;2006;6
Mg-Mirabela;2006;1
Mg-Miradouro;2006;7
Mg-Mirai;2006;37
Mg-Miravania;2006;1
Mg-Moeda;2006;5
Mg-Moema;2006;15
Mg-Monjolos;2006;2
Mg-Monsenhor Paulo;2006;20
Mg-Montalvania;2006;4
Mg-Monte Alegre de Minas;2006;20
Mg-Monte Azul;2006;9
Mg-Monte Belo;2006;16
Mg-Monte Carmelo;2006;115
Mg-Monte Formoso;2006;4
Mg-Monte Santo de Minas;2006;59
Mg-Montes Claros;2006;479
Mg-Monte Siao;2006;483
Mg-Montezuma;2006;4
Mg-Morada Nova de Minas;2006;8
Mg-Morro da Garca;2006;3
Mg-Morro do Pilar;2006;4
Mg-Munhoz;2006;5
Mg-Muriae;2006;481
Mg-Mutum;2006;25
Mg-Muzambinho;2006;63
Mg-Nacip Raydan;2006;1
Mg-Nanuque;2006;50
Mg-Naque;2006;1
Mg-Natalandia;2006;1
Mg-Natercia;2006;10
Mg-Nazareno;2006;8
Mg-Nepomuceno;2006;22
Mg-Ninheira;2006;3
Mg-Nova Belem;2006;4
Mg-Nova Era;2006;23
Mg-Nova Lima;2006;157
Mg-Nova Modica;2006;2
Mg-Nova Ponte;2006;25
Mg-Nova Porteirinha;2006;2
Mg-Nova Resende;2006;15
Mg-Nova Serrana;2006;842
Mg-Novo Cruzeiro;2006;3
Mg-Novo Oriente de Minas;2006;4
Mg-Novorizonte;2006;3
Mg-Olaria;2006;2
Mg-Olhos-D Agua;2006;6
Mg-Olimpio Noronha;2006;5
Mg-Oliveira;2006;96
Mg-Oliveira Fortes;2006;5
Mg-Onca de Pitangui;2006;2
Mg-Oratorios;2006;5
Mg-Orizania;2006;1
Mg-Ouro Branco;2006;71
Mg-Ouro Fino;2006;139
Mg-Ouro Preto;2006;85
Mg-Ouro Verde de Minas;2006;1
Mg-Padre Carvalho;2006;0
Mg-Padre Paraiso;2006;8
Mg-Paineiras;2006;4
Mg-Pains;2006;72
Mg-Pai Pedro;2006;0
Mg-Paiva;2006;1
Mg-Palma;2006;8
Mg-Palmopolis;2006;0
Mg-Papagaios;2006;187
Mg-Paracatu;2006;104
Mg-Para de Minas;2006;280
Mg-Paraguacu;2006;74
Mg-Paraisopolis;2006;24
Mg-Paraopeba;2006;89
Mg-Passabem;2006;0
Mg-Passa Quatro;2006;45
Mg-Passa Tempo;2006;10
Mg-Passa-Vinte;2006;2
Mg-Passos;2006;290
Mg-Patis;2006;0
Mg-Patos de Minas;2006;389
Mg-Patrocinio;2006;161
Mg-Patrocinio do Muriae;2006;26
Mg-Paula Candido;2006;10
Mg-Paulistas;2006;1
Mg-Pavao;2006;6
Mg-Pecanha;2006;12
Mg-Pedra Azul;2006;15
Mg-Pedra Bonita;2006;0
Mg-Pedra do Anta;2006;1
Mg-Pedra do Indaia;2006;7
Mg-Pedra Dourada;2006;1
Mg-Pedralva;2006;19
Mg-Pedras de Maria da Cruz;2006;1
Mg-Pedrinopolis;2006;3
Mg-Pedro Leopoldo;2006;183
Mg-Pedro Teixeira;2006;1
Mg-Pequeri;2006;15
Mg-Pequi;2006;4
Mg-Perdigao;2006;97
Mg-Perdizes;2006;29
Mg-Perdoes;2006;66
Mg-Periquito;2006;0
Mg-Pescador;2006;1
Mg-Piau;2006;4
Mg-Piedade de Caratinga;2006;2
Mg-Piedade de Ponte Nova;2006;5
Mg-Piedade do Rio Grande;2006;5
Mg-Piedade dos Gerais;2006;4
Mg-Pimenta;2006;9
Mg-Pingo-D Agua;2006;2
Mg-Pintopolis;2006;1
Mg-Piracema;2006;12
Mg-Pirajuba;2006;4
Mg-Piranga;2006;8
Mg-Pirangucu;2006;9
Mg-Piranguinho;2006;20
Mg-Pirapetinga;2006;19
Mg-Pirapora;2006;75
Mg-Pirauba;2006;54
Mg-Pitangui;2006;59
Mg-Piumhi;2006;71
Mg-Planura;2006;6
Mg-Poco Fundo;2006;45
Mg-Pocos de Caldas;2006;398
Mg-Pocrane;2006;2
Mg-Pompeu;2006;78
Mg-Ponte Nova;2006;109
Mg-Ponto Chique;2006;0
Mg-Ponto dos Volantes;2006;2
Mg-Porteirinha;2006;16
Mg-Porto Firme;2006;12
Mg-Pote;2006;7
Mg-Pouso Alegre;2006;353
Mg-Pouso Alto;2006;20
Mg-Prados;2006;26
Mg-Prata;2006;27
Mg-Pratapolis;2006;21
Mg-Pratinha;2006;2
Mg-Presidente Bernardes;2006;2
Mg-Presidente Juscelino;2006;5
Mg-Presidente Kubitschek;2006;0
Mg-Presidente Olegario;2006;19
Mg-Alto Jequitiba;2006;8
Mg-Prudente de Morais;2006;17
Mg-Quartel Geral;2006;7
Mg-Queluzito;2006;0
Mg-Raposos;2006;8
Mg-Raul Soares;2006;28
Mg-Recreio;2006;33
Mg-Reduto;2006;4
Mg-Resende Costa;2006;55
Mg-Resplendor;2006;30
Mg-Ressaquinha;2006;11
Mg-Riachinho;2006;3
Mg-Riacho dos Machados;2006;1
Mg-Ribeirao das Neves;2006;140
Mg-Ribeirao Vermelho;2006;7
Mg-Rio Acima;2006;16
Mg-Rio Casca;2006;28
Mg-Rio Doce;2006;2
Mg-Rio do Prado;2006;0
Mg-Rio Espera;2006;1
Mg-Rio Manso;2006;13
Mg-Rio Novo;2006;32
Mg-Rio Paranaiba;2006;17
Mg-Rio Pardo de Minas;2006;9
Mg-Rio Piracicaba;2006;9
Mg-Rio Pomba;2006;69
Mg-Rio Preto;2006;5
Mg-Rio Vermelho;2006;3
Mg-Ritapolis;2006;8
Mg-Rochedo de Minas;2006;11
Mg-Rodeiro;2006;54
Mg-Romaria;2006;5
Mg-Rosario da Limeira;2006;5
Mg-Rubelita;2006;2
Mg-Rubim;2006;4
Mg-Sabara;2006;135
Mg-Sabinopolis;2006;11
Mg-Sacramento;2006;74
Mg-Salinas;2006;57
Mg-Salto da Divisa;2006;5
Mg-Santa Barbara;2006;34
Mg-Santa Barbara do Leste;2006;3
Mg-Santa Barbara do Monte Verde;2006;4
Mg-Santa Barbara do Tugurio;2006;6
Mg-Santa Cruz de Minas;2006;28
Mg-Santa Cruz de Salinas;2006;1
Mg-Santa Cruz do Escalvado;2006;4
Mg-Santa Efigenia de Minas;2006;0
Mg-Santa Fe de Minas;2006;1
Mg-Santa Helena de Minas;2006;1
Mg-Santa Juliana;2006;14
Mg-Santa Luzia;2006;197
Mg-Santa Margarida;2006;5
Mg-Santa Maria de Itabira;2006;12
Mg-Santa Maria do Salto;2006;1
Mg-Santa Maria do Suacui;2006;19
Mg-Santana da Vargem;2006;12
Mg-Santana de Cataguases;2006;12
Mg-Santana de Pirapama;2006;5
Mg-Santana do Deserto;2006;12
Mg-Santana do Garambeu;2006;3
Mg-Santana do Jacare;2006;9
Mg-Santana do Manhuacu;2006;4
Mg-Santana do Paraiso;2006;32
Mg-Santana do Riacho;2006;2
Mg-Santana dos Montes;2006;2
Mg-Santa Rita de Caldas;2006;20
Mg-Santa Rita de Jacutinga;2006;9
Mg-Santa Rita de Minas;2006;7
Mg-Santa Rita de Ibitipoca;2006;4
Mg-Santa Rita do Itueto;2006;3
Mg-Santa Rita do Sapucai;2006;187
Mg-Santa Rosa da Serra;2006;1
Mg-Santa Vitoria;2006;31
Mg-Santo Antonio do Amparo;2006;13
Mg-Santo Antonio do Aventureiro;2006;8
Mg-Santo Antonio do Grama;2006;0
Mg-Santo Antonio do Itambe;2006;1
Mg-Santo Antonio do Jacinto;2006;1
Mg-Santo Antonio do Monte;2006;129
Mg-Santo Antonio do Retiro;2006;0
Mg-Santo Antonio do Rio Abaixo;2006;1
Mg-Santo Hipolito;2006;1
Mg-Santos Dumont;2006;74
Mg-Sao Bento Abade;2006;6
Mg-Sao Bras do Suacui;2006;10
Mg-Sao Domingos das Dores;2006;3
Mg-Sao Domingos do Prata;2006;29
Mg-Sao Felix de Minas;2006;1
Mg-Sao Francisco;2006;11
Mg-Sao Francisco de Paula;2006;13
Mg-Sao Francisco de Sales;2006;14
Mg-Sao Francisco do Gloria;2006;1
Mg-Sao Geraldo;2006;38
Mg-Sao Geraldo da Piedade;2006;0
Mg-Sao Geraldo do Baixio;2006;0
Mg-Sao Goncalo do Abaete;2006;8
Mg-Sao Goncalo do Para;2006;59
Mg-Sao Goncalo do Rio Abaixo;2006;9
Mg-Sao Goncalo do Sapucai;2006;44
Mg-Sao Gotardo;2006;44
Mg-Sao Joao Batista do Gloria;2006;23
Mg-Sao Joao da Lagoa;2006;3
Mg-Sao Joao da Mata;2006;8
Mg-Sao Joao da Ponte;2006;3
Mg-Sao Joao das Missoes;2006;0
Mg-Sao Joao Del Rei;2006;246
Mg-Sao Joao do Manhuacu;2006;4
Mg-Sao Joao do Manteninha;2006;21
Mg-Sao Joao do Oriente;2006;12
Mg-Sao Joao do Pacui;2006;0
Mg-Sao Joao do Paraiso;2006;19
Mg-Sao Joao Evangelista;2006;13
Mg-Sao Joao Nepomuceno;2006;169
Mg-Sao Joaquim de Bicas;2006;50
Mg-Sao Jose da Barra;2006;13
Mg-Sao Jose da Lapa;2006;27
Mg-Sao Jose da Safira;2006;5
Mg-Sao Jose da Varginha;2006;1
Mg-Sao Jose do Alegre;2006;5
Mg-Sao Jose do Divino;2006;0
Mg-Sao Jose do Goiabal;2006;6
Mg-Sao Jose do Jacuri;2006;1
Mg-Sao Jose do Mantimento;2006;0
Mg-Sao Lourenco;2006;112
Mg-Sao Miguel do Anta;2006;5
Mg-Sao Pedro da Uniao;2006;7
Mg-Sao Pedro dos Ferros;2006;17
Mg-Sao Pedro do Suacui;2006;1
Mg-Sao Romao;2006;1
Mg-Sao Roque de Minas;2006;4
Mg-Sao Sebastiao da Bela Vista;2006;11
Mg-Sao Sebastiao da Vargem Alegre;2006;3
Mg-Sao Sebastiao do Anta;2006;2
Mg-Sao Sebastiao do Maranhao;2006;2
Mg-Sao Sebastiao do Oeste;2006;21
Mg-Sao Sebastiao do Paraiso;2006;207
Mg-Sao Sebastiao do Rio Preto;2006;0
Mg-Sao Sebastiao do Rio Verde;2006;5
Mg-Sao Tiago;2006;52
Mg-Sao Tomas de Aquino;2006;11
Mg-Sao Thome das Letras;2006;115
Mg-Sao Vicente de Minas;2006;19
Mg-Sapucai-Mirim;2006;19
Mg-Sardoa;2006;0
Mg-Sarzedo;2006;23
Mg-Setubinha;2006;1
Mg-Sem-Peixe;2006;1
Mg-Senador Amaral;2006;0
Mg-Senador Cortes;2006;4
Mg-Senador Firmino;2006;14
Mg-Senador Jose Bento;2006;2
Mg-Senador Modestino Goncalves;2006;4
Mg-Senhora de Oliveira;2006;5
Mg-Senhora do Porto;2006;1
Mg-Senhora dos Remedios;2006;5
Mg-Sericita;2006;2
Mg-Seritinga;2006;3
Mg-Serra Azul de Minas;2006;1
Mg-Serra da Saudade;2006;0
Mg-Serra dos Aimores;2006;4
Mg-Serra do Salitre;2006;17
Mg-Serrania;2006;14
Mg-Serranopolis de Minas;2006;0
Mg-Serranos;2006;1
Mg-Serro;2006;20
Mg-Sete Lagoas;2006;510
Mg-Silveirania;2006;4
Mg-Silvianopolis;2006;16
Mg-Simao Pereira;2006;4
Mg-Simonesia;2006;6
Mg-Sobralia;2006;3
Mg-Soledade de Minas;2006;12
Mg-Tabuleiro;2006;12
Mg-Taiobeiras;2006;67
Mg-Taparuba;2006;7
Mg-Tapira;2006;3
Mg-Tapirai;2006;0
Mg-Taquaracu de Minas;2006;3
Mg-Tarumirim;2006;9
Mg-Teixeiras;2006;24
Mg-Teofilo Otoni;2006;185
Mg-Timoteo;2006;178
Mg-Tiradentes;2006;48
Mg-Tiros;2006;7
Mg-Tocantins;2006;70
Mg-Tocos do Moji;2006;5
Mg-Toledo;2006;6
Mg-Tombos;2006;18
Mg-Tres Coracoes;2006;154
Mg-Tres Marias;2006;38
Mg-Tres Pontas;2006;83
Mg-Tumiritinga;2006;2
Mg-Tupaciguara;2006;41
Mg-Turmalina;2006;34
Mg-Turvolandia;2006;9
Mg-Uba;2006;552
Mg-Ubai;2006;1
Mg-Ubaporanga;2006;8
Mg-Uberaba;2006;765
Mg-Uberlandia;2006;1208
Mg-Umburatiba;2006;1
Mg-Unai;2006;117
Mg-Uniao de Minas;2006;3
Mg-Uruana de Minas;2006;1
Mg-Urucania;2006;11
Mg-Urucuia;2006;1
Mg-Vargem Alegre;2006;6
Mg-Vargem Bonita;2006;4
Mg-Vargem Grande do Rio Pardo;2006;2
Mg-Varginha;2006;362
Mg-Varjao de Minas;2006;5
Mg-Varzea da Palma;2006;62
Mg-Varzelandia;2006;0
Mg-Vazante;2006;29
Mg-Verdelandia;2006;0
Mg-Veredinha;2006;1
Mg-Verissimo;2006;6
Mg-Vermelho Novo;2006;4
Mg-Vespasiano;2006;94
Mg-Vicosa;2006;150
Mg-Vieiras;2006;3
Mg-Mathias Lobato;2006;1
Mg-Virgem da Lapa;2006;8
Mg-Virginia;2006;11
Mg-Virginopolis;2006;5
Mg-Virgolandia;2006;1
Mg-Visconde do Rio Branco;2006;132
Mg-Volta Grande;2006;10
Mg-Wenceslau Braz;2006;9
Mg-Abadia dos Dourados;2007;11
Mg-Abaete;2007;41
Mg-Abre Campo;2007;12
Mg-Acaiaca;2007;4
Mg-Acucena;2007;1
Mg-Agua Boa;2007;3
Mg-Agua Comprida;2007;3
Mg-Aguanil;2007;15
Mg-Aguas Formosas;2007;3
Mg-Aguas Vermelhas;2007;4
Mg-Aimores;2007;38
Mg-Aiuruoca;2007;11
Mg-Alagoa;2007;2
Mg-Albertina;2007;6
Mg-Alem Paraiba;2007;52
Mg-Alfenas;2007;158
Mg-Alfredo Vasconcelos;2007;9
Mg-Almenara;2007;34
Mg-Alpercata;2007;12
Mg-Alpinopolis;2007;50
Mg-Alterosa;2007;14
Mg-Alto Caparao;2007;4
Mg-Alto Rio Doce;2007;3
Mg-Alvarenga;2007;0
Mg-Alvinopolis;2007;23
Mg-Alvorada de Minas;2007;2
Mg-Amparo do Serra;2007;1
Mg-Andradas;2007;162
Mg-Cachoeira de Pajeu;2007;12
Mg-Andrelandia;2007;15
Mg-Angelandia;2007;2
Mg-Antonio Carlos;2007;13
Mg-Antonio Dias;2007;6
Mg-Antonio Prado de Minas;2007;0
Mg-Aracai;2007;4
Mg-Aracitaba;2007;0
Mg-Aracuai;2007;36
Mg-Araguari;2007;269
Mg-Arantina;2007;4
Mg-Araponga;2007;6
Mg-Arapora;2007;9
